generated_at,tool,model,prompt_version,asset_type,reference_set_id,reference_paths,output_path,review_status,review_notes
"2026-09-17T05:04:34.9630807+09:00","builtin image_gen","not exposed","ingame-tone-alignment-2026-09-17-GT2","ingame_aligned_dark_fantasy_concept","D070-actual-render-NPC-B","C:/workspace/joseon/tmp/ingame-tone-2026-09-17/references/portal_roundtrip_01_portal_open.png|C:/workspace/joseon/tmp/ingame-tone-2026-09-17/references/meshy_clean_actual_render.png|C:/workspace/joseon/assets/models/tilekit_stone/floor_floor_tex_raw.png|C:/workspace/joseon/assets/models/tilekit_stone/wall_wall_tex_raw.png|C:/Users/FORYOUCOM/.codex/generated_images/01a0ab0c-798a-7282-8f8b-e183b8b90559/exec-f8b7906c-ef3d-4169-8077-8a7d7f8f013d.png","archive/art-history-2026-09-17/workbench/production/ingame-tone-alignment-2026-09-17/GT2_isometric_dungeon_tone.png","candidate","실제 캡처를 참고한 AI 목표 시안. 작은 도호·큰 회녹 석재·격자 문양·국소 등불·어두운 주변부를 공유. 도호·검·이동면 가독성 확보. 계단과 봉인 균열·등불·도기는 제안된 세부이며 현재 게임에 구현된 것으로 간주하지 않음. 실제 캡처나 새 게임 빌드가 아님. Timestamp basis: source PNG LastWriteTime."
"2026-09-17T05:25:37.0227933+09:00","builtin image_gen","not exposed","korean-character-refinement-2026-09-17-K1_00","korean_dark_fantasy_character_concept","K2-D068-D070","C:\workspace\joseon-assets\archive\art-history-2026-09-17\workbench\production\ingame-tone-alignment-2026-09-17\GT1_B_cast_game_tone.png|C:\workspace\joseon-assets\archive\art-history-2026-09-17\workbench\production\ingame-tone-alignment-2026-09-17\references\NPC_B_identity.png|C:\workspace\joseon-assets\archive\art-history-2026-09-17\workbench\production\ingame-tone-alignment-2026-09-17\references\meshy_clean_actual_render.png","archive/art-history-2026-09-17/workbench/production/korean-character-refinement-2026-09-17/iterations/K1_00_initial.png","superseded","첫 사극형 탐색. 도호 수염이 추가되어 최종 비교본에서 제외. Timestamp: source PNG LastWriteTime."
"2026-09-17T05:27:25.7600415+09:00","builtin image_gen","not exposed","korean-character-refinement-2026-09-17-K2","korean_dark_fantasy_character_concept","K2-D068-D070","C:\workspace\joseon-assets\archive\art-history-2026-09-17\workbench\production\ingame-tone-alignment-2026-09-17\references\meshy_clean_actual_render.png|C:\workspace\joseon-assets\archive\art-history-2026-09-17\workbench\production\ingame-tone-alignment-2026-09-17\references\NPC_B_identity.png","archive/art-history-2026-09-17/workbench/production/korean-character-refinement-2026-09-17/K2_korean_manhwa.png","followup_style_reference","선이 또렷한 만화형. 도호 무수염·NPC 개성·동정·고름·낮은 쪽머리·어두운 무광 팔레트 확인. 옅은 천 문양과 좁은 검 끝 여백은 후속 제작 입력에서 단순화 필요. 생성된 영문 이름은 디자인 락이 아님. Timestamp: source PNG LastWriteTime."
"2026-09-17T05:28:38.3225172+09:00","builtin image_gen","not exposed","korean-character-refinement-2026-09-17-K1_01","korean_dark_fantasy_character_concept","K2-D068-D070","C:\Users\FORYOUCOM\.codex\generated_images\01a0ab0c-798a-7282-8f8b-e183b8b90559\exec-bd04f912-3125-498d-99a8-645cfb1a7cba.png","archive/art-history-2026-09-17/workbench/production/korean-character-refinement-2026-09-17/iterations/K1_01_material_pass.png","superseded","반복 천 문양과 갓 위 돌출은 정리됐으나 도호 수염이 남아 얼굴 재보정. Timestamp: source PNG LastWriteTime."
"2026-09-17T05:29:48.6996542+09:00","builtin image_gen","not exposed","korean-character-refinement-2026-09-17-K1","korean_dark_fantasy_character_concept","K2-D068-D070","C:\Users\FORYOUCOM\.codex\generated_images\01a0ab0c-798a-7282-8f8b-e183b8b90559\exec-e2d3202e-4931-4525-9d36-d8a8a899a225.png|C:\Users\FORYOUCOM\.codex\generated_images\01a0ab0c-798a-7282-8f8b-e183b8b90559\exec-7d8fab28-eb75-43da-a69d-b58596d703c0.png","archive/art-history-2026-09-17/workbench/production/korean-character-refinement-2026-09-17/K1_korean_painterly.png","candidate","최종 비교용 사극형. 도호 무수염과 단순한 천 면, 전신·검·지팡이, NPC 표정·나이 차이 확인. 최종 원화 또는 모델 입력 승인 전. Timestamp: source PNG LastWriteTime."
"2026-09-17T05:36:38.6411676+09:00","builtin image_gen","not exposed","k2-player-gumiho-2026-09-17-A_PC","korean_dark_fantasy_character_concept","K2-D068-D070","C:\Users\FORYOUCOM\.codex\generated_images\01a0ab0c-798a-7282-8f8b-e183b8b90559\exec-7d8fab28-eb75-43da-a69d-b58596d703c0.png|C:\workspace\joseon-assets\sheets\approved-2026-09-17\catalog_gwisae_G01-G03.png|C:\workspace\joseon-assets\sheets\approved-2026-09-17\catalog_cheongyeon_C01-C03.png","archive/art-history-2026-09-17/workbench/production/k2-player-gumiho-2026-09-17/K2_A_player_trio.png","candidate","절제형 PC 3인. 여분 탈 2개, 도호·귀새 무기·청연 부채/방울 확인. 이후 PD가 도호를 NPC처럼 평범하다고 지적하여 주인공 보강 착수. Timestamp: source PNG LastWriteTime."
"2026-09-17T05:38:19.4682124+09:00","builtin image_gen","not exposed","k2-player-gumiho-2026-09-17-A_F","korean_dark_fantasy_character_concept","K2-D068-D070","C:\Users\FORYOUCOM\.codex\generated_images\01a0ab0c-798a-7282-8f8b-e183b8b90559\exec-7d8fab28-eb75-43da-a69d-b58596d703c0.png|C:\workspace\joseon-assets\sheets\approved-2026-09-17\catalog_gumiho_F01-F03.png|C:\Users\FORYOUCOM\.codex\generated_images\01a0ab0c-798a-7282-8f8b-e183b8b90559\exec-0378dc63-11c7-4c64-bcea-c25a4559a83f.png","archive/art-history-2026-09-17/workbench/production/k2-player-gumiho-2026-09-17/K2_A_gumiho_forms.png","candidate","같은 성인 얼굴의 F01/F03. 인간형 꼬리 없음·단검 유지. 변신형 금빛 꼬리 끝 중앙 1+좌4+우4를 육안 확인. 전신·소품 프레임 내부. Timestamp: source PNG LastWriteTime."
"2026-09-17T05:51:56.3694801+09:00","builtin image_gen","not exposed","k2-player-gumiho-2026-09-17-H","korean_dark_fantasy_character_concept","K2-D068-D070","C:\Users\FORYOUCOM\.codex\generated_images\01a0ab0c-798a-7282-8f8b-e183b8b90559\exec-0378dc63-11c7-4c64-bcea-c25a4559a83f.png|C:\Users\FORYOUCOM\.codex\generated_images\01a0ab0c-798a-7282-8f8b-e183b8b90559\exec-7d8fab28-eb75-43da-a69d-b58596d703c0.png","archive/art-history-2026-09-17/workbench/production/k2-player-gumiho-2026-09-17/K2_H_doho_hero_options.png","candidate","H1/H2/H3 도호 실루엣 비교. 이후 PD가 기존 복장 차용을 지시; H안 단독 채택 없음. Timestamp: source PNG LastWriteTime."
"2026-09-17T05:55:28.8331639+09:00","builtin image_gen","not exposed","k2-player-gumiho-2026-09-17-R1","korean_dark_fantasy_character_concept","K2-D068-D070","C:\Users\FORYOUCOM\.codex\generated_images\01a0ab0c-798a-7282-8f8b-e183b8b90559\exec-7d8fab28-eb75-43da-a69d-b58596d703c0.png|C:\workspace\joseon-assets\archive\art-history-2026-09-17\workbench\production\artwork-sequence-2026-09-17\01_doho_D03_master.png|C:\workspace\joseon-assets\sheets\approved-2026-09-17\catalog_doho_D01-D03.png","archive/art-history-2026-09-17/workbench/production/k2-player-gumiho-2026-09-17/K2_D_R1_costume_restore.png","superseded_by_R2","독립 시각 검수: D03 복식·주연성·한국적 인상 PASS. 확대 얼굴의 입술/콧등 광택과 정교한 머리 묘사는 K2보다 D03에 가까움. 확대 초상 갓 상단 크롭 발견. 명확한 손·사지·검 연결 오류 없음. R2에서 얼굴과 초상 여백 보정. Timestamp: source PNG LastWriteTime."
"2026-09-17T05:58:15.1040000+09:00","builtin image_gen","not exposed","k2-player-gumiho-2026-09-17-R2","korean_dark_fantasy_character_concept","K2-D068-D070","C:\Users\FORYOUCOM\.codex\generated_images\01a0ab0c-798a-7282-8f8b-e183b8b90559\exec-f72848da-dc53-4808-bb7a-882e9b97bd61.png|C:\Users\FORYOUCOM\.codex\generated_images\01a0ab0c-798a-7282-8f8b-e183b8b90559\exec-7d8fab28-eb75-43da-a69d-b58596d703c0.png","archive/art-history-2026-09-17/workbench/production/k2-player-gumiho-2026-09-17/K2_D_R2_costume_restore.png","candidate","독립 재검수: 초상 갓 크롭 해결 PASS. 얼굴 코/입술 광택 감소·머리 명암 단순화로 K2에 가까워짐. K2보다 미형 표현이 강한 점은 잔여 차이. D03 복장/장식/자세 유지, 새 손/검/몸 오류 미관찰. 원화만 검수; 실제 3D/인게임 미검증. Timestamp: source PNG LastWriteTime."
"2026-09-17T07:11:18.1768200+09:00","builtin image_gen","not exposed","H1-expansion-H1-X01","H1_shared_style_concept","H1-D072-D070","C:\workspace\joseon-assets\sheets\approved-2026-09-17-h1\K2_H_doho_hero_options.png|C:\workspace\joseon-assets\archive\art-history-2026-09-17\workbench\production\korean-character-refinement-2026-09-17\K2_korean_manhwa.png","archive/art-history-2026-09-17/workbench/production/h1-style-expansion-2026-09-17/iterations/01_cast_comparison_r0.png","superseded","독립 QA: 화풍·H1·주인공 위계·해부·프레임 통과. B2 노년성이 약해 얼굴만 수정."
"2026-09-17T07:13:38.0416356+09:00","builtin image_gen","not exposed","H1-expansion-H1-X01r1","H1_shared_style_concept","H1-D072-D070","C:\Users\FORYOUCOM\.codex\generated_images\01a0ab0c-798a-7282-8f8b-e183b8b90559\exec-f7fd1965-f62b-45af-875f-2cea2e287893.png","workbench/production/h1-style-expansion-2026-09-17/01_cast_comparison.png","visual_qa_pass","독립 재검수 통과: B2 노년성 개선, H1/다른 인물/손/검/소품 회귀 없음. 원화 검수이며 3D 미검증."
"2026-09-17T07:22:02.8807764+09:00","builtin image_gen","not exposed","H1-expansion-H1-X02","H1_shared_style_concept","H1-D072-D070","C:\workspace\joseon-assets\sheets\approved-2026-09-17-h1\K2_H_doho_hero_options.png|C:\Users\FORYOUCOM\.codex\generated_images\01a0ab0c-798a-7282-8f8b-e183b8b90559\exec-af073d7b-b9db-4df2-9490-f2910f203e27.png|C:\workspace\joseon\tmp\h1_artwork_build\references\actual_town.png","archive/art-history-2026-09-17/workbench/production/h1-style-expansion-2026-09-17/iterations/02_motgol_close.png","superseded","공통화풍 양호. 인물비중이 실제보다 약2배 크고 상점천이 일본 노렌처럼 읽힐 여지 → 시점/천구조 보정."
"2026-09-17T07:26:12.3764953+09:00","builtin image_gen","not exposed","H1-expansion-H1-X02r1","H1_shared_style_concept","H1-D072-D070","C:\Users\FORYOUCOM\.codex\generated_images\01a0ab0c-798a-7282-8f8b-e183b8b90559\exec-d3b8eebd-c04b-4d22-af80-c2bd10d482ae.png","workbench/production/h1-style-expansion-2026-09-17/02_motgol_wide.png","visual_qa_pass","시점 후퇴·천 가리개 정리. 원화 인물비중은 개선됐으며 실제3D 정합은 별도 시험. 독립검수: 환경 원화 합격, 실제3D/게임가독성·가림·애니는 미검증."
"2026-09-17T07:24:28.3809129+09:00","builtin image_gen","not exposed","H1-expansion-H1-X03","H1_shared_style_concept","H1-D072-D070","C:\workspace\joseon-assets\sheets\approved-2026-09-17-h1\K2_H_doho_hero_options.png|C:\Users\FORYOUCOM\.codex\generated_images\01a0ab0c-798a-7282-8f8b-e183b8b90559\exec-d3b8eebd-c04b-4d22-af80-c2bd10d482ae.png|C:\workspace\joseon\tmp\h1_artwork_build\references\actual_dungeon.png","archive/art-history-2026-09-17/workbench/production/h1-style-expansion-2026-09-17/03_sealed_chamber.png","visual_qa_pass","무광 석재·도호/산적·이동면 판독 양호. 현재캡처보다 인물비중이 커 실제크기 검증은 별도. 독립검수: 환경 원화 합격, 실제3D/게임가독성·가림·애니는 미검증."
"2026-09-17T07:28:58.2496155+09:00","builtin image_gen","not exposed","H1-expansion-H1-M01F","H1_shared_style_concept","H1-D072-D070","C:\workspace\joseon-assets\sheets\approved-2026-09-17-h1\K2_H_doho_hero_options.png","workbench/production/h1-style-expansion-2026-09-17/04_doho_front.png","candidate","정면T-pose·빈 주먹·분리 다리·H1 복식 확인. 가려진 구조는 후면과3D시험 대조 예정."
"2026-09-17T07:30:40.4662937+09:00","builtin image_gen","not exposed","H1-expansion-H1-M01B","H1_shared_style_concept","H1-D072-D070","C:\Users\FORYOUCOM\.codex\generated_images\01a0ab0c-798a-7282-8f8b-e183b8b90559\exec-ebad1a1c-e64e-49c9-b94d-c6f7eddd4d87.png|C:\workspace\joseon-assets\sheets\approved-2026-09-17-h1\K2_H_doho_hero_options.png","workbench/production/h1-style-expansion-2026-09-17/05_doho_back.png","input_visual_qa_pass","독립 QA: 정면/후면 의상·허리끈 위치 연결. 후면 머리·옷자락은 제작상 추론, 실제3D 미검증."
"2026-09-17T07:32:15.9262679+09:00","builtin image_gen","not exposed","H1-expansion-H1-M02F","H1_shared_style_concept","H1-D072-D070","C:\workspace\joseon-assets\sheets\approved-2026-09-17-h1\K2_H_doho_hero_options.png|C:\Users\FORYOUCOM\.codex\generated_images\01a0ab0c-798a-7282-8f8b-e183b8b90559\exec-af073d7b-b9db-4df2-9490-f2910f203e27.png","workbench/production/h1-style-expansion-2026-09-17/06_merchant_front.png","input_visual_qa_pass","부모 QA: B1 연령·체형·복장·T-pose·빈손 확인. 손펴는 동작은 미검증."
"2026-09-17T07:34:13.7321212+09:00","builtin image_gen","not exposed","H1-expansion-H1-M02B","H1_shared_style_concept","H1-D072-D070","C:\Users\FORYOUCOM\.codex\generated_images\01a0ab0c-798a-7282-8f8b-e183b8b90559\exec-5fb42af1-d867-4c6e-b380-31c038ea9bec.png","workbench/production/h1-style-expansion-2026-09-17/07_merchant_back.png","input_visual_qa_pass","부모 QA: 전후 복식·주머니 동일 신체측면·체형·전신 프레임 확인. 후면은 제작상 추론."
"2026-09-17T07:39:04.4688767+09:00","builtin image_gen","not exposed","H1-expansion-H1-X03r1","H1_shared_style_concept","H1-D072-D070","C:\Users\FORYOUCOM\.codex\generated_images\01a0ab0c-798a-7282-8f8b-e183b8b90559\exec-eb2b42bc-ded4-4106-8a2e-1f8bda79a81c.png","workbench/production/h1-style-expansion-2026-09-17/03b_sealed_chamber_club.png","visual_qa_pass","산적의 칼만 나무 곤봉으로 정정(art_3d_pipeline §3). 부모 재검수: 도호 검·배경·인물·조명 회귀 없음. 원화 합격, 실제3D는 별도."
"2026-09-17T07:48:33.2152016+09:00","builtin image_gen","not exposed","H1-expansion-H1-C01","H1_shared_style_concept","H1-D072-D070","C:\workspace\joseon-assets\sheets\approved-2026-09-17-h1\K2_H_doho_hero_options.png|C:/workspace/joseon-assets/sheets/approved-2026-09-17/catalog_gwisae_G01-G03.png|C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17/01_cast_comparison.png","archive/art-history-2026-09-17/workbench/production/h1-style-expansion-2026-09-17/iterations/08_gwisae_r0.png","superseded","독립 QA: 정체성/화풍 통과. 후면 두 탈의 허리 좌우가 모호해 정후면으로 수정."
"2026-09-17T07:51:27.7867820+09:00","builtin image_gen","not exposed","H1-expansion-H1-C01r1","H1_shared_style_concept","H1-D072-D070","C:/Users/FORYOUCOM/.codex/generated_images/01a0ab0c-798a-7282-8f8b-e183b8b90559/exec-edcab808-aa92-49b9-a356-92a3414b518c.png","workbench/production/h1-style-expansion-2026-09-17/08_gwisae.png","visual_qa_pass","독립 QA 통과: 정후면 왼 허리 두 탈·오른손 곡단검 연결, G02 각시탈·기동형 복식 유지. 실제 메시·리깅은 미검증."
"2026-09-17T07:50:07.2662813+09:00","builtin image_gen","not exposed","H1-expansion-H1-C02","H1_shared_style_concept","H1-D072-D070","C:\workspace\joseon-assets\sheets\approved-2026-09-17-h1\K2_H_doho_hero_options.png|C:/workspace/joseon-assets/sheets/approved-2026-09-17/catalog_cheongyeon_C01-C03.png|C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17/01_cast_comparison.png","archive/art-history-2026-09-17/workbench/production/h1-style-expansion-2026-09-17/iterations/09_cheongyeon_r0.png","superseded","독립 QA: 후면 소품 손 배치 모호, 치맛단 봉황 문양 복구 필요."
"2026-09-17T07:53:37.2616500+09:00","builtin image_gen","not exposed","H1-expansion-H1-C02r1","H1_shared_style_concept","H1-D072-D070","C:/Users/FORYOUCOM/.codex/generated_images/01a0ab0c-798a-7282-8f8b-e183b8b90559/exec-da5d1405-3344-413c-9a24-9162d5950e36.png|C:/workspace/joseon-assets/sheets/approved-2026-09-17/catalog_cheongyeon_C01-C03.png","workbench/production/h1-style-expansion-2026-09-17/09_cheongyeon.png","visual_qa_pass","독립 QA 통과: 정후면 오른 부채·왼 방울, C01 봉황·상아/청록 복식·얼굴 유지. 실제 메시·리깅은 미검증."
"2026-09-17T07:55:35.9168180+09:00","builtin image_gen","not exposed","H1-expansion-H1-N02","H1_shared_style_concept","H1-D072-D070","C:\workspace\joseon-assets\sheets\approved-2026-09-17-h1\K2_H_doho_hero_options.png|C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17/01_cast_comparison.png","workbench/production/h1-style-expansion-2026-09-17/10_shaman.png","visual_qa_pass","독립 QA 통과: 노년의 얼굴·낮은 쪽머리·벽돌색/청록 복식·능청 유지. 앞뒤 소품 손 위치 일치. 실제 메시·리깅 미검증."
"2026-09-17T07:57:09.0525891+09:00","builtin image_gen","not exposed","H1-expansion-H1-N03","H1_shared_style_concept","H1-D072-D070","C:\workspace\joseon-assets\sheets\approved-2026-09-17-h1\K2_H_doho_hero_options.png|C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17/01_cast_comparison.png","workbench/production/h1-style-expansion-2026-09-17/11_elder.png","visual_qa_pass","직접 검수: 각진 노년 얼굴·긴 백수염·먹색 도포 유지, 정면 왼/후면 오른 지팡이 연속성·전신 프레임 통과. 실제 메시·리깅 미검증."
"2026-09-17T07:59:38.5746101+09:00","builtin image_gen","not exposed","H1-expansion-H1-F01","H1_shared_style_concept","H1-D072-D070","C:\workspace\joseon-assets\sheets\approved-2026-09-17-h1\K2_H_doho_hero_options.png|C:/workspace/joseon-assets/sheets/approved-2026-09-17/catalog_gumiho_F01-F03.png|C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17/01_cast_comparison.png","workbench/production/h1-style-expansion-2026-09-17/12_gumiho_forms.png","visual_qa_pass","독립 QA 통과: 같은 성인 얼굴·흑발·금안, 인간형 귀/꼬리 없음, 변신형 왼4+중앙1+오른4=9개 꼬리 끝 확인. 실제3D 미제작."
"2026-09-17T08:03:27.4476549+09:00","builtin image_gen","not exposed","H1-expansion-H1-BG01","H1_shared_style_concept","H1-D072-D070","C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17/01_cast_comparison.png|C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17/03b_sealed_chamber_club.png|C:\workspace\joseon-assets\sheets\approved-2026-09-17-h1\K2_H_doho_hero_options.png","workbench/production/h1-style-expansion-2026-09-17/13_dungeon_modules.png","concept_visual_qa_pass","직접 검수: 바닥·벽·코너·문틀·봉인문·기둥·계단2·화로9종 구분. 중립 목표 원화이며 정밀치수·반복 텍스처 합격을 의미하지 않음. 실제GLB 후보는 별도3d_modules."
"2026-09-17T08:04:42.3295358+09:00","builtin image_gen","not exposed","H1-expansion-H1-BG02","H1_shared_style_concept","H1-D072-D070","C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17/02_motgol_wide.png|C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17/01_cast_comparison.png","workbench/production/h1-style-expansion-2026-09-17/14_motgol_modules_props.png","concept_visual_qa_pass","직접 검수: 목조·기와·한지·옹기·상자·사각등·평상에 H1의 무광 면 적용. 시트의 소품은 상대 확대됨. 실제GLB치수·배치 검수는 별도."
"2026-09-17T08:07:16.9962454+09:00","builtin image_gen","not exposed","H1-expansion-H1-E01","H1_shared_style_concept","H1-D072-D070","C:\workspace\joseon-assets\sheets\approved-2026-09-17-h1\K2_H_doho_hero_options.png|C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17/01_cast_comparison.png","workbench/production/h1-style-expansion-2026-09-17/15_bandit_input.png","input_visual_qa_pass","삼베·머리띠·회녹 피부, 2팔/2다리·사지 분리·전신 프레임 확인. 곤봉은 별도 소품. 실제3D 미검증."
"2026-09-17T08:09:03.3444251+09:00","builtin image_gen","not exposed","H1-expansion-H1-E02","H1_shared_style_concept","H1-D072-D070","C:\workspace\joseon-assets\sheets\approved-2026-09-17-h1\K2_H_doho_hero_options.png|C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17/01_cast_comparison.png","workbench/production/h1-style-expansion-2026-09-17/16_bat_input.png","input_visual_qa_pass","자흑색 날개2·귀2·후지2·꼬리막, 펼친 날개 형상 확인. 날개끝 여백은 좁지만 잘림 없음. 실제3D·비행 리그 미검증."
"2026-09-17T08:10:39.5977602+09:00","builtin image_gen","not exposed","H1-expansion-H1-E03","H1_shared_style_concept","H1-D072-D070","C:\workspace\joseon-assets\sheets\approved-2026-09-17-h1\K2_H_doho_hero_options.png|C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17/01_cast_comparison.png","workbench/production/h1-style-expansion-2026-09-17/17_talisman_caster_input.png","input_visual_qa_pass","현행 흰도포·창백한 가면·양손목 종이부적 유지, 던질 부적 별도. 빈손·팔/몸 간격·전신 확인. 실제3D 미검증."
"2026-09-17T08:11:51.0490319+09:00","builtin image_gen","not exposed","H1-expansion-H1-E04","H1_shared_style_concept","H1-D072-D070","C:\workspace\joseon-assets\sheets\approved-2026-09-17-h1\K2_H_doho_hero_options.png|C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17/01_cast_comparison.png","workbench/production/h1-style-expansion-2026-09-17/18_heukrang_input.png","input_visual_qa_pass","거대한 검은 4족 늑대·붉은 눈·꼬리1·분리된 발4 확인. 연기는 후속VFX로 분리, 입력은 불투명 털 덩어리. 실제3D·4족 리그 미검증."
"2026-09-17T08:15:05.9956164+09:00","builtin image_gen","not exposed","H1-expansion-H1-P01","H1_shared_style_concept","H1-D072-D070","C:\workspace\joseon-assets\sheets\approved-2026-09-17-h1\K2_H_doho_hero_options.png|C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17/03b_sealed_chamber_club.png","workbench/production/h1-style-expansion-2026-09-17/19_weapons_props.png","concept_visual_qa_pass","직접검수: 직검/검집/나무곤봉/종이부적 분리, 칼끝·손잡이 프레임과 재질 구분. 실제 무기 원점·축·치수는 별도GLB 검사, 원화측면은 정밀도면 아님."
"2026-09-17T08:18:25.8666427+09:00","builtin image_gen","not exposed","H1-expansion-H1-K01","H1_shared_style_concept","H1-D072-D070","C:\workspace\joseon-assets\sheets\approved-2026-09-17-h1\K2_H_doho_hero_options.png|C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17/08_gwisae.png|C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17/09_cheongyeon.png|C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17/03b_sealed_chamber_club.png","archive/art-history-2026-09-17/workbench/production/h1-style-expansion-2026-09-17/iterations/20_keyart_r0.png","superseded","인물정체성과주인공위계양호. 도호 발끝 잘림을 수정."
"2026-09-17T08:22:26.9301321+09:00","builtin image_gen","not exposed","H1-expansion-H1-K01r1","H1_shared_style_concept","H1-D072-D070","C:/Users/FORYOUCOM/.codex/generated_images/01a0ab0c-798a-7282-8f8b-e183b8b90559/exec-c527c242-0749-429f-826b-8a1beb8d738d.png","workbench/production/h1-style-expansion-2026-09-17/20_keyart.png","visual_qa_pass","직접검수: 도호주인공위계·H1소품·G02두탈·C01부채/방울 유지, 프레임확장으로도호양발복구. 캐스트키아트이며 EA3클래스제공의미없음. 실제게임화면아님."
"2026-09-17T08:20:53.0770267+09:00","builtin image_gen","not exposed","H1-expansion-H1-CS04","H1_shared_style_concept","H1-D072-D070","C:\workspace\joseon-assets\sheets\approved-2026-09-17-h1\K2_H_doho_hero_options.png|C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17/10_shaman.png|C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17/03b_sealed_chamber_club.png|C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17/13_dungeon_modules.png","workbench/production/h1-style-expansion-2026-09-17/21_seal_wall_cutscene.png","visual_qa_pass","독립QA합격: storyline §2.4 도호+무당·푸른봉인균열·잠깐진지전환 일치. 허리검집/어깨검중복없음, 인물과석벽무광명암정합. 기존컷4이며흡수후전체8컷재번호는미정리."
"2026-09-17T08:23:39.1685213+09:00","builtin image_gen","not exposed","H1-expansion-H1-UI01","H1_shared_style_concept","H1-D072-D070","C:\workspace\joseon-assets\sheets\approved-2026-09-17-h1\K2_H_doho_hero_options.png|C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17/08_gwisae.png|C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17/09_cheongyeon.png|C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17/01_cast_comparison.png|C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17/12_gumiho_forms.png","workbench/production/h1-style-expansion-2026-09-17/22_portraits.png","portrait_visual_qa_pending","직접검수: 8인/전후폼 얼굴·복식과라벨정합. UI얼굴우선크롭으로일부갓끝이셀경계에걸림; 전신/3D입력아님. 실제128표시및독립QA예정."
"2026-09-17T08:45:36.9787639+09:00","builtin image_gen","not exposed","H1-expansion-H1-TEX01","H1_shared_style_concept","H1-D072-D070","C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17/14_motgol_modules_props.png|C:\workspace\joseon-assets\sheets\approved-2026-09-17-h1\K2_H_doho_hero_options.png","workbench/production/h1-style-expansion-2026-09-17/23_material_atlas.png","material_trial_candidate","4분면 배치와 무광 색조 확인: 좌상 목재·우상 기와·좌하 회벽·우하 한지. 기와에 얕은 명암이 남고 완전 반복 타일링은 미검증. 원본 PNG 편집 없이 실제 GLB UV 적용 시험용이며 최종 ≤1K 규격 합격을 뜻하지 않음."
2026-09-21T14:12:15.701184+00:00,builtin image_gen,not exposed,motgol-128-A-v1,game_environment_target,H1-D072-D070-current-0aba611,C:\Users\FORYOUCOM\.codex\worktrees\plaza-art-128\joseon\._tmp\plaza128_captures\02_current_plaza_clean.png|C:\workspace\joseon-assets\workbench\production\h1-style-expansion-2026-09-17\14_motgol_modules_props.png|C:\workspace\joseon-assets\sheets\approved-2026-09-17-h1\K2_H_doho_hero_options.png,workbench/production/motgol-plaza-128-2026-09-21/A_matte_material_target.png,pending_pd_choice,"B recommended. Concept only; exact source layout not preserved. Game integration #151; generated at 1672x941, requested 1536x864."
2026-09-21T14:13:49.694419+00:00,builtin image_gen,not exposed,motgol-128-B-v1,game_environment_target,H1-D072-D070-current-0aba611,C:\Users\FORYOUCOM\.codex\generated_images\01a0ab0c-798a-7282-8f8b-e183b8b90559\exec-62f59dfe-dad5-4cb9-804f-da524c918f7a.png,workbench/production/motgol-plaza-128-2026-09-21/B_local_light_target.png,pending_pd_choice,"B recommended. Concept only; exact source layout not preserved. Game integration #151; generated at 1672x941, requested 1536x864."
